Species;FAO;Mod;RCP;Year;Month;AreaBefore;AreaAfter
Nors;SME;HadGEM2-ES;rcp85;2020;3;96,12829459;0,064226921
Nors;SME;HadGEM2-ES;rcp85;2020;4;96,12829459;60,9766237
Nors;SME;HadGEM2-ES;rcp85;2020;5;96,12829459;30,10788653
Nors;SME;MPI-ESM-LR;rcp45;2021;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2021;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2021;4;96,12829459;3,585578214
Nors;SME;MPI-ESM-LR;rcp45;2021;5;96,12829459;95,95752635
Nors;SME;MPI-ESM-LR;rcp85;2021;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2021;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2021;4;96,12829459;47,32139387
Nors;SME;MPI-ESM-LR;rcp85;2021;5;96,12829459;53,60003472
Nors;SME;EC-EARTH;rcp45;2021;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2021;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2021;4;96,12829459;61,23554779
Nors;SME;EC-EARTH;rcp45;2021;5;96,12829459;94,53952438
Nors;SME;EC-EARTH;rcp85;2021;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2021;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2021;4;96,12829459;39,04524586
Nors;SME;EC-EARTH;rcp85;2021;5;96,12829459;62,07705109
Nors;SME;IPSL-CM5A-MR;rcp45;2021;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2021;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2021;4;96,12829459;57,80848799
Nors;SME;IPSL-CM5A-MR;rcp45;2021;5;96,12829459;95,89869353
Nors;SME;HadGEM2-ES;rcp45;2021;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2021;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2021;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp45;2021;5;96,12829459;31,4351525
Nors;SME;HadGEM2-ES;rcp85;2021;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2021;3;96,12829459;0,064247609
Nors;SME;HadGEM2-ES;rcp85;2021;4;96,12829459;62,78909234
Nors;SME;HadGEM2-ES;rcp85;2021;5;96,12829459;30,82110212
Nors;SME;MPI-ESM-LR;rcp45;2022;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2022;3;96,12829459;2,183855989
Nors;SME;MPI-ESM-LR;rcp45;2022;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp45;2022;5;96,12829459;35,10951687
Nors;SME;MPI-ESM-LR;rcp85;2022;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2022;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2022;4;96,12829459;60,91189267
Nors;SME;MPI-ESM-LR;rcp85;2022;5;96,12829459;51,85769201
Nors;SME;EC-EARTH;rcp45;2022;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2022;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2022;4;96,12829459;40,33770871
Nors;SME;EC-EARTH;rcp45;2022;5;96,12829459;56,85285572
Nors;SME;EC-EARTH;rcp85;2022;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2022;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2022;4;96,12829459;35,93945619
Nors;SME;EC-EARTH;rcp85;2022;5;96,12829459;95,83662318
Nors;SME;IPSL-CM5A-MR;rcp45;2022;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2022;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2022;4;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2022;5;96,12829459;96,01635498
Nors;SME;HadGEM2-ES;rcp45;2022;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2022;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2022;4;96,12829459;61,10608574
Nors;SME;HadGEM2-ES;rcp45;2022;5;96,12829459;33,37408145
Nors;SME;HadGEM2-ES;rcp85;2022;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2022;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2022;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp85;2022;5;96,12829459;51,80665097
Nors;SME;MPI-ESM-LR;rcp45;2023;2;96,12829459;0,257031811
Nors;SME;MPI-ESM-LR;rcp45;2023;3;96,12829459;3,01885975
Nors;SME;MPI-ESM-LR;rcp45;2023;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp45;2023;5;96,12829459;32,14842987
Nors;SME;MPI-ESM-LR;rcp85;2023;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2023;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2023;4;96,12829459;59,88001276
Nors;SME;MPI-ESM-LR;rcp85;2023;5;96,12829459;59,77524029
Nors;SME;EC-EARTH;rcp45;2023;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2023;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2023;4;96,12829459;60,39404449
Nors;SME;EC-EARTH;rcp45;2023;5;96,12829459;50,16032892
Nors;SME;EC-EARTH;rcp85;2023;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2023;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2023;4;96,12829459;1,123968378
Nors;SME;EC-EARTH;rcp85;2023;5;96,12829459;95,90041046
Nors;SME;IPSL-CM5A-MR;rcp45;2023;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2023;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2023;4;96,12829459;49,91716172
Nors;SME;IPSL-CM5A-MR;rcp45;2023;5;96,12829459;96,01635498
Nors;SME;HadGEM2-ES;rcp45;2023;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2023;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2023;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp45;2023;5;96,12829459;34,24027898
Nors;SME;HadGEM2-ES;rcp85;2023;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2023;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2023;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp85;2023;5;96,12829459;40,88183682
Nors;SME;MPI-ESM-LR;rcp45;2024;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2024;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2024;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp45;2024;5;96,12829459;53,54667347
Nors;SME;MPI-ESM-LR;rcp85;2024;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2024;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2024;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp85;2024;5;96,12829459;53,39353713
Nors;SME;EC-EARTH;rcp45;2024;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2024;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2024;4;96,12829459;34,45007332
Nors;SME;EC-EARTH;rcp45;2024;5;96,12829459;94,88555395
Nors;SME;EC-EARTH;rcp85;2024;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2024;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2024;4;96,12829459;60,26458244
Nors;SME;EC-EARTH;rcp85;2024;5;96,12829459;50,93234973
Nors;SME;IPSL-CM5A-MR;rcp45;2024;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2024;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2024;4;96,12829459;25,77936645
Nors;SME;IPSL-CM5A-MR;rcp45;2024;5;96,12829459;94,88952791
Nors;SME;HadGEM2-ES;rcp45;2024;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2024;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2024;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp45;2024;5;96,12829459;57,835871
Nors;SME;HadGEM2-ES;rcp85;2024;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2024;3;96,12829459;7,741252748
Nors;SME;HadGEM2-ES;rcp85;2024;4;96,12829459;60,45877551
Nors;SME;HadGEM2-ES;rcp85;2024;5;96,12829459;31,89368795
Nors;SME;MPI-ESM-LR;rcp45;2025;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2025;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2025;4;96,12829459;60,78243063
Nors;SME;MPI-ESM-LR;rcp45;2025;5;96,12829459;51,80665097
Nors;SME;MPI-ESM-LR;rcp85;2025;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2025;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2025;4;96,12829459;59,10319097
Nors;SME;MPI-ESM-LR;rcp85;2025;5;96,12829459;95,00273704
Nors;SME;EC-EARTH;rcp45;2025;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2025;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2025;4;96,12829459;59,29739642
Nors;SME;EC-EARTH;rcp45;2025;5;96,12829459;53,036219
Nors;SME;EC-EARTH;rcp85;2025;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2025;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2025;4;96,12829459;60,39404449
Nors;SME;EC-EARTH;rcp85;2025;5;96,12829459;55,14099202
Nors;SME;IPSL-CM5A-MR;rcp45;2025;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2025;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2025;4;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2025;5;96,12829459;96,01635498
Nors;SME;HadGEM2-ES;rcp45;2025;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2025;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2025;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp45;2025;5;96,12829459;44,97928317
Nors;SME;HadGEM2-ES;rcp85;2025;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2025;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2025;4;96,12829459;60,39404449
Nors;SME;HadGEM2-ES;rcp85;2025;5;96,12829459;46,25820778
Nors;SME;MPI-ESM-LR;rcp45;2026;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2026;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2026;4;96,12829459;61,10608574
Nors;SME;MPI-ESM-LR;rcp45;2026;5;96,12829459;94,94092654
Nors;SME;MPI-ESM-LR;rcp85;2026;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2026;3;96,12829459;3,467806793
Nors;SME;MPI-ESM-LR;rcp85;2026;4;96,12829459;61,94758904
Nors;SME;MPI-ESM-LR;rcp85;2026;5;96,12829459;31,18041058
Nors;SME;EC-EARTH;rcp45;2026;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2026;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2026;4;96,12829459;60,26458244
Nors;SME;EC-EARTH;rcp45;2026;5;96,12829459;39,09433245
Nors;SME;EC-EARTH;rcp85;2026;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2026;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2026;4;96,12829459;59,88001276
Nors;SME;EC-EARTH;rcp85;2026;5;96,12829459;55,08755586
Nors;SME;IPSL-CM5A-MR;rcp45;2026;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2026;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2026;4;96,12829459;60,26458244
Nors;SME;IPSL-CM5A-MR;rcp45;2026;5;96,12829459;94,7161612
Nors;SME;HadGEM2-ES;rcp45;2026;2;96,12829459;0,642331274
Nors;SME;HadGEM2-ES;rcp45;2026;3;96,12829459;3,340230212
Nors;SME;HadGEM2-ES;rcp45;2026;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp45;2026;5;96,12829459;33,21978449
Nors;SME;HadGEM2-ES;rcp85;2026;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2026;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2026;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp85;2026;5;96,12829459;46,92528399
Nors;SME;MPI-ESM-LR;rcp45;2027;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2027;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2027;4;96,12829459;0,263767121
Nors;SME;MPI-ESM-LR;rcp45;2027;5;96,12829459;96,01635498
Nors;SME;MPI-ESM-LR;rcp85;2027;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2027;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2027;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp85;2027;5;96,12829459;39,70941506
Nors;SME;EC-EARTH;rcp45;2027;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2027;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2027;4;96,12829459;33,86727132
Nors;SME;EC-EARTH;rcp45;2027;5;96,12829459;95,89869353
Nors;SME;EC-EARTH;rcp85;2027;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2027;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2027;4;96,12829459;60,39404449
Nors;SME;EC-EARTH;rcp85;2027;5;96,12829459;35,51717454
Nors;SME;IPSL-CM5A-MR;rcp45;2027;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2027;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2027;4;96,12829459;33,67300399
Nors;SME;IPSL-CM5A-MR;rcp45;2027;5;96,12829459;96,01635498
Nors;SME;HadGEM2-ES;rcp45;2027;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2027;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2027;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp45;2027;5;96,12829459;33,42503424
Nors;SME;HadGEM2-ES;rcp85;2027;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2027;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2027;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp85;2027;5;96,12829459;35,92483221
Nors;SME;MPI-ESM-LR;rcp45;2028;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2028;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2028;4;96,12829459;52,31266754
Nors;SME;MPI-ESM-LR;rcp45;2028;5;96,12829459;95,77455283
Nors;SME;MPI-ESM-LR;rcp85;2028;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2028;3;96,12829459;0,996703733
Nors;SME;MPI-ESM-LR;rcp85;2028;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp85;2028;5;96,12829459;34,29123177
Nors;SME;EC-EARTH;rcp45;2028;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2028;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2028;4;96,12829459;60,26458244
Nors;SME;EC-EARTH;rcp45;2028;5;96,12829459;51,08766084
Nors;SME;EC-EARTH;rcp85;2028;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2028;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2028;4;96,12829459;43,18384808
Nors;SME;EC-EARTH;rcp85;2028;5;96,12829459;57,78228523
Nors;SME;IPSL-CM5A-MR;rcp45;2028;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2028;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2028;4;96,12829459;24,09451998
Nors;SME;IPSL-CM5A-MR;rcp45;2028;5;96,12829459;95,71571156
Nors;SME;HadGEM2-ES;rcp45;2028;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2028;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2028;4;96,12829459;55,60394878
Nors;SME;HadGEM2-ES;rcp45;2028;5;96,12829459;40,98556029
Nors;SME;HadGEM2-ES;rcp85;2028;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2028;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2028;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp85;2028;5;96,12829459;31,58799765
Nors;SME;MPI-ESM-LR;rcp45;2030;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2030;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2030;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp45;2030;5;96,12829459;37,9187293
Nors;SME;MPI-ESM-LR;rcp85;2030;2;96,12829459;0,064255884
Nors;SME;MPI-ESM-LR;rcp85;2030;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2030;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp85;2030;5;96,12829459;54,78123025
Nors;SME;EC-EARTH;rcp45;2030;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2030;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2030;4;96,12829459;60,00948305
Nors;SME;EC-EARTH;rcp45;2030;5;96,12829459;59,24857141
Nors;SME;EC-EARTH;rcp85;2030;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2030;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2030;4;96,12829459;61,88285802
Nors;SME;EC-EARTH;rcp85;2030;5;96,12829459;49,18654804
Nors;SME;IPSL-CM5A-MR;rcp45;2030;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2030;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2030;4;96,12829459;0,131887657
Nors;SME;IPSL-CM5A-MR;rcp45;2030;5;96,12829459;95,89869353
Nors;SME;HadGEM2-ES;rcp45;2030;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2030;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2030;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp45;2030;5;96,12829459;43,23790507
Nors;SME;HadGEM2-ES;rcp85;2030;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2030;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2030;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp85;2030;5;96,12829459;44,26341148
Nors;SME;MPI-ESM-LR;rcp45;2031;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2031;3;96,12829459;0,128536591
Nors;SME;MPI-ESM-LR;rcp45;2031;4;96,12829459;61,75339597
Nors;SME;MPI-ESM-LR;rcp45;2031;5;96,12829459;32,81075885
Nors;SME;MPI-ESM-LR;rcp85;2031;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2031;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2031;4;96,12829459;61,10608574
Nors;SME;MPI-ESM-LR;rcp85;2031;5;96,12829459;45,74819446
Nors;SME;EC-EARTH;rcp45;2031;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2031;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2031;4;96,12829459;60,26458244
Nors;SME;EC-EARTH;rcp45;2031;5;96,12829459;51,85769201
Nors;SME;EC-EARTH;rcp85;2031;2;96,12829459;0,642476094
Nors;SME;EC-EARTH;rcp85;2031;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2031;4;96,12829459;60,26458244
Nors;SME;EC-EARTH;rcp85;2031;5;96,12829459;50,47085858
Nors;SME;IPSL-CM5A-MR;rcp45;2031;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2031;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2031;4;96,12829459;61,94758904
Nors;SME;IPSL-CM5A-MR;rcp45;2031;5;96,12829459;53,18935534
Nors;SME;HadGEM2-ES;rcp45;2031;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2031;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2031;4;96,12829459;60,39404449
Nors;SME;HadGEM2-ES;rcp45;2031;5;96,12829459;31,1294622
Nors;SME;HadGEM2-ES;rcp85;2031;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2031;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2031;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp85;2031;5;96,12829459;30,6682702
Nors;SME;MPI-ESM-LR;rcp45;2032;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2032;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2032;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp45;2032;5;96,12829459;64,79405787
Nors;SME;MPI-ESM-LR;rcp85;2032;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2032;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2032;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp85;2032;5;96,12829459;41,08929258
Nors;SME;EC-EARTH;rcp45;2032;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2032;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2032;4;96,12829459;60,39404449
Nors;SME;EC-EARTH;rcp45;2032;5;96,12829459;95,89869353
Nors;SME;EC-EARTH;rcp85;2032;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2032;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2032;4;96,12829459;48,88438214
Nors;SME;EC-EARTH;rcp85;2032;5;96,12829459;56,59500863
Nors;SME;IPSL-CM5A-MR;rcp45;2032;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2032;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2032;4;96,12829459;60,26458244
Nors;SME;IPSL-CM5A-MR;rcp45;2032;5;96,12829459;96,01635498
Nors;SME;HadGEM2-ES;rcp45;2032;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2032;3;96,12829459;3,404246101
Nors;SME;HadGEM2-ES;rcp45;2032;4;96,12829459;60,26458244
Nors;SME;HadGEM2-ES;rcp45;2032;5;96,12829459;30,92299006
Nors;SME;HadGEM2-ES;rcp85;2032;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2032;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2032;4;96,12829459;61,04135472
Nors;SME;HadGEM2-ES;rcp85;2032;5;96,12829459;32,70886208
Nors;SME;MPI-ESM-LR;rcp45;2033;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2033;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2033;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp45;2033;5;96,12829459;57,72870382
Nors;SME;MPI-ESM-LR;rcp85;2033;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2033;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2033;4;96,12829459;60,58823756
Nors;SME;MPI-ESM-LR;rcp85;2033;5;96,12829459;45,23426777
Nors;SME;EC-EARTH;rcp45;2033;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2033;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2033;4;96,12829459;60,26458244
Nors;SME;EC-EARTH;rcp45;2033;5;96,12829459;50,9855876
Nors;SME;EC-EARTH;rcp85;2033;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2033;3;96,12829459;0,128503494
Nors;SME;EC-EARTH;rcp85;2033;4;96,12829459;60,26458244
Nors;SME;EC-EARTH;rcp85;2033;5;96,12829459;45,03028009
Nors;SME;IPSL-CM5A-MR;rcp45;2033;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2033;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2033;4;96,12829459;33,22182983
Nors;SME;IPSL-CM5A-MR;rcp45;2033;5;96,12829459;96,01635498
Nors;SME;HadGEM2-ES;rcp45;2033;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2033;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2033;4;96,12829459;48,28934318
Nors;SME;HadGEM2-ES;rcp45;2033;5;96,12829459;55,19443259
Nors;SME;HadGEM2-ES;rcp85;2033;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2033;3;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2033;4;96,12829459;60,32931347
Nors;SME;HadGEM2-ES;rcp85;2033;5;96,12829459;42,21448989
Nors;SME;MPI-ESM-LR;rcp45;2034;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2034;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2034;4;96,12829459;61,75339597
Nors;SME;MPI-ESM-LR;rcp45;2034;5;96,12829459;32,70886208
Nors;SME;MPI-ESM-LR;rcp85;2034;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2034;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2034;4;96,12829459;59,03845582
Nors;SME;MPI-ESM-LR;rcp85;2034;5;96,12829459;49,64575855
Nors;SME;EC-EARTH;rcp45;2034;2;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2034;3;96,12829459;0
Nors;SME;EC-EARTH;rcp45;2034;4;96,12829459;60,39404449
Nors;SME;EC-EARTH;rcp45;2034;5;96,12829459;36,5904442
Nors;SME;EC-EARTH;rcp85;2034;2;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2034;3;96,12829459;0
Nors;SME;EC-EARTH;rcp85;2034;4;96,12829459;60,26458244
Nors;SME;EC-EARTH;rcp85;2034;5;96,12829459;51,54699046
Nors;SME;IPSL-CM5A-MR;rcp45;2034;2;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2034;3;96,12829459;0
Nors;SME;IPSL-CM5A-MR;rcp45;2034;4;96,12829459;55,48155844
Nors;SME;IPSL-CM5A-MR;rcp45;2034;5;96,12829459;53,70445025
Nors;SME;HadGEM2-ES;rcp45;2034;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp45;2034;3;96,12829459;1,670007521
Nors;SME;HadGEM2-ES;rcp45;2034;4;96,12829459;60,39404449
Nors;SME;HadGEM2-ES;rcp45;2034;5;96,12829459;33,57789263
Nors;SME;HadGEM2-ES;rcp85;2034;2;96,12829459;0
Nors;SME;HadGEM2-ES;rcp85;2034;3;96,12829459;3,853863511
Nors;SME;HadGEM2-ES;rcp85;2034;4;96,12829459;61,94758904
Nors;SME;HadGEM2-ES;rcp85;2034;5;96,12829459;29,34372697
Nors;SME;MPI-ESM-LR;rcp45;2035;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2035;3;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp45;2035;4;96,12829459;60,26458244
Nors;SME;MPI-ESM-LR;rcp45;2035;5;96,12829459;34,90568804
Nors;SME;MPI-ESM-LR;rcp85;2035;2;96,12829459;0
Nors;SME;MPI-ESM-LR;rcp85;2035;3;96,12829459;0,385349108
Nors;SME;MPI-ESM-LR;rcp85;2035;4;96,12829459;60,45877551
